kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
15,4,1800,5208,294140.0,1.0,0.9183,2970,5430,3630,222,0.066,1,0,0,0.918329,0.0,0.0,0.979864,0.925548,108890.628,165.659648
16,8,3600,6768,235584.0,1.0,1.4487,3630,6510,2910,-258,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,87213.1968,265.361818
17,8,3600,6240,138927.0,1.0,0.9658,3630,5340,1740,-900,0.0,0,0,0,0.9658,0.0,0.0,1.0,0.973392,51430.7754,156.487373
18,4,3600,6384,199558.0,1.0,0.4686,3630,6090,2490,-294,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,73876.3716,112.391066
19,16,3600,6630,130858.0,1.0,1.4883,3630,5220,1620,-1410,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,48443.6316,294.796902
20,8,3600,6060,284506.0,1.0,1.1292,3630,7140,3540,1080,0.3079,1,0,0,1.129231,0.0,0.0,0.779479,0.758739,105324.1212,320.467558
21,4,3600,5986,293502.0,1.0,0.6899,3630,7230,3630,1244,0.3456,1,0,0,0.689913,0.0,0.0,0.736143,0.695337,108654.4404,165.300326
22,4,3600,5537,281108.0,1.0,0.5998,3630,7080,3480,1543,0.4465,1,0,0,0.599813,0.0,0.0,0.640006,0.604529,104066.1816,158.320026
23,4,3600,5741,193911.0,1.0,1.3527,3630,6000,2400,259,0.1099,1,0,0,1.352747,0.0,0.0,0.962261,0.908921,71785.8522,109.210675
24,8,5400,8436,192588.0,1.0,0.4829,5430,7800,2400,-636,0.0,0,0,0,0.4829,0.0,0.0,1.0,0.973392,71296.0776,216.931123
25,4,5400,7608,195141.0,1.0,0.4566,5430,7830,2430,222,0.0905,1,0,0,0.456581,0.0,0.0,0.974352,0.920341,72241.1982,109.903411
26,8,5400,8893,212900.0,1.0,1.4487,5430,8040,2640,-853,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,78815.58,239.81056
27,16,5400,8699,187430.0,1.0,0.4961,5430,7740,2340,-959,0.0,0,0,0,0.4961,0.0,0.0,1.0,1.0,69386.586,422.242304
28,8,5400,7375,225953.0,1.0,1.1644,5430,8190,2790,815,0.3006,1,0,0,1.164361,0.0,0.0,0.803728,0.782343,83647.8006,254.513459
29,8,5400,8698,162473.0,1.0,1.4487,5430,7410,2010,-1288,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,60147.5046,183.009587
30,16,5400,8715,187043.0,1.0,1.4883,5430,7710,2310,-1005,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,69243.3186,421.37047
31,4,5400,7719,177496.0,1.0,1.4058,5430,7620,2220,-99,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,65709.0192,99.965747
32,8,7200,10146,147911.0,1.0,1.4487,7230,9030,1830,-1116,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,54756.6522,166.60695
33,4,7200,9360,127950.0,1.0,1.4058,7230,8790,1590,-570,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,47367.09,72.06144
34,4,7200,10435,260980.0,1.0,0.4686,7230,10440,3240,5,0.0033,1,0,0,0.468574,0.0,0.0,0.999945,0.944516,96614.796,146.983936
35,8,7200,10197,257385.0,1.0,1.4254,7770,10380,3180,183,0.0649,1,0,0,1.425374,0.0,0.0,0.983899,0.957719,95283.927,289.918464
36,16,7200,9499,194313.0,1.0,1.4764,7230,9600,2400,101,0.0491,1,0,0,1.476376,0.0,0.0,0.991988,0.991988,71934.6726,437.748326
37,4,7200,9826,256146.0,1.0,0.8488,7230,10380,3180,554,0.1743,1,0,0,0.848831,0.0,0.0,0.905709,0.855504,94825.2492,144.261427
38,4,7200,9067,201121.0,1.0,0.7987,7590,9690,2490,623,0.2506,1,0,0,0.798736,0.0,0.0,0.852258,0.805015,74454.9942,113.271347
39,4,7200,9206,127959.0,1.0,0.4686,7230,8790,1590,-416,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,47370.4218,72.066509
40,8,9000,11978,187923.0,1.0,1.4487,9030,11340,2340,-638,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,69569.0946,211.676467
41,8,9000,11817,194219.0,1.0,1.4487,9030,11400,2400,-417,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,71899.8738,218.768282
42,16,9000,11834,115839.0,1.0,1.4883,9030,10500,1500,-1334,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,42883.5978,260.962099
43,8,9000,11796,226944.0,1.0,0.9655,9030,11820,2820,24,0.0037,1,0,0,0.965521,0.0,0.0,0.999711,0.973112,84014.6688,255.629722
44,16,9000,12231,118113.0,1.0,0.9922,9030,10470,1470,-1761,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,43725.4326,266.084966
45,8,9000,10855,160790.0,1.0,0.9513,9030,11010,2010,155,0.0777,1,0,0,0.951336,0.0,0.0,0.985024,0.958815,59524.458,181.113856
46,8,9000,12569,169500.0,1.0,0.9658,9030,11100,2100,-1469,0.0,0,0,0,0.9658,0.0,0.0,1.0,0.973392,62748.9,190.9248
47,8,9000,11535,142917.0,1.0,0.4829,9030,10770,1770,-765,0.0,0,0,0,0.4829,0.0,0.0,1.0,0.973392,52907.8734,160.981709
48,4,10800,12662,298534.0,1.0,0.8191,10830,14490,3690,1828,0.4951,1,0,0,0.819091,0.0,0.0,0.582651,0.550353,110517.2868,168.134349
49,8,10800,12705,146788.0,1.0,1.4487,10830,12630,1830,-75,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,54340.9176,165.342003
50,8,10800,14252,271135.0,1.0,0.4829,10830,14160,3360,-92,0.0,0,0,0,0.4829,0.0,0.0,1.0,0.973392,100374.177,305.406464
51,8,10800,13792,158719.0,1.0,0.9658,10830,12780,1980,-1012,0.0,0,0,0,0.9658,0.0,0.0,1.0,0.973392,58757.7738,178.781082
52,16,10800,13509,125256.0,1.0,0.9922,10830,12360,1560,-1149,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,46369.7712,282.176717
53,8,10800,13796,256780.0,1.0,1.4266,10830,13980,3180,184,0.0627,1,0,0,1.426645,0.0,0.0,0.984776,0.958574,95059.956,289.236992
54,8,10800,13352,181837.0,1.0,0.9658,10830,13050,2250,-302,0.0,0,0,0,0.9658,0.0,0.0,1.0,0.973392,67316.0574,204.821197
55,4,10800,12900,262804.0,1.0,0.3437,10830,14070,3270,1170,0.3617,1,0,0,0.343736,0.0,0.0,0.733539,0.692877,97290.0408,148.011213
56,8,12600,14591,166858.0,1.0,0.4804,12630,14670,2070,79,0.0384,1,0,0,0.480373,0.0,0.0,0.994767,0.968298,61770.8316,187.948851
57,8,12600,15700,118009.0,1.0,1.4487,12630,14070,1470,-1630,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,43686.9318,132.925338
58,4,12600,15691,239354.0,1.0,0.9372,12630,15570,2970,-121,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,88608.8508,134.804173
59,8,12600,15302,132254.0,1.0,1.4487,12630,14250,1650,-1052,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,48960.4308,148.970906
60,16,12600,15295,287611.0,1.0,0.4142,12630,16170,3570,875,0.2477,1,0,0,0.414228,0.0,0.0,0.834968,0.834968,106473.5922,647.930061
61,4,12600,15203,239264.0,1.0,0.8884,12630,15570,2970,367,0.1262,1,0,0,0.888421,0.0,0.0,0.947952,0.895405,88575.5328,134.753485
62,8,12600,14830,133242.0,1.0,0.9658,12630,14250,1650,-580,0.0,0,0,0,0.9658,0.0,0.0,1.0,0.973392,49326.1884,150.083789
63,8,12600,15535,160302.0,1.0,1.4487,12630,14580,1980,-955,0.0,0,0,0,1.4487,0.0,0.0,1.0,0.973392,59343.8004,180.564173
